,Unnamed: 0,id,user,user_followers_count,user_verified,favorite_count,retweet_count,reply_count,quote_count,created_at,lang,cleaned_text,engagement_score,user_activity,Named_Entities,Dominant_Topic,Topic_Words,Dominant_Topic_Name,day_of_week,hour_of_day,Sentiment,location,Emotion
702,702,1.85E+18,mrmr_incredible,566,FALSE,0,0,0,0,2024-10-14 05:41:17+00:00,en,You go around Accra and even trees that used to provide shade along major roads are being chopped down We keep cutting down trees in Accra without replanting Not surprised the city keeps getting hot,0,Low,['Accra'],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,5,neutral,Lucknow,surprise
703,703,1.85E+18,arifassoza,26,FALSE,0,0,0,0,2024-10-14 05:33:24+00:00,en,All illegal structures in Goa by from Delhi Goa is a tiny dot on map of lndia protected by trees amp hills amp if they keep on cutting hills cutting trees modí cut 1000 of trees on Ghats for amp if there is tsunami due to climate change Goa will vanish,0,Low,"['Goa', 'Delhi Goa', '1000', 'Ghats', 'Goa']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,negative,Kanpur,fear
704,704,1.85E+18,DJ_787,852,FALSE,1,1,0,0,2024-10-14 05:30:35+00:00,en,Medieval Dynasty We return to what could be the finale of the treecutting adventure in Medieval Dynasty with,2,Low,['Medieval Dynasty'],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,positive,Hyderabad,neutral
705,705,1.85E+18,zeeshanakram924,78,FALSE,0,0,2,0,2024-10-14 04:53:12+00:00,en,Hence the team has dropped the very individual it is most dependent on Its like cutting the tree which gives you shade Pathetic,2,Low,['Pathetic'],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,4,negative,Ahmedabad,neutral
706,706,1.85E+18,pulse_pune,10540,FALSE,1,1,0,0,2024-10-14 04:39:09+00:00,en,News Urgent Appeal For Action Against Illegal Near Ganga Kingston In Area,2,High,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,4,negative,Hyderabad,fear
707,707,1.85E+18,omoshstevo,16,FALSE,1,0,1,0,2024-10-14 04:21:54+00:00,en,Maina the problem with you us sometimes you say you will invite the government to answer some of the questions but then you go quiet Last week you talked of kenya power and cutting of trees and then nothing Now youre talking of inviting the PS to talk of shah Can you walk,2,Low,"['Maina', 'Last week', 'kenya', 'PS']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,4,positive,kenya,anger
708,708,1.85E+18,Julie28086389,483,FALSE,0,0,0,0,2024-10-14 06:28:52+00:00,en,The government must act on tree plantation!,0,Low,"['European Unions', 'Indian']",2,cutting handwara trees government local worked sector rw message petition,EU Deforestation Policy,Monday,6,positive,Lucknow,anger
709,709,1.85E+18,MSavesoil,2599,FALSE,0,0,0,0,2024-10-14 06:07:21+00:00,en,More attention needed on green cover!,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Deforestation Regulation,Monday,6,negative,Hyderabad,neutral
710,710,1.85E+18,WFraserEurope,13,FALSE,0,0,0,0,2024-10-14 05:51:26+00:00,en,We need to stop green cover!,0,High,"['CôtedIvoire Ghana', 'Cameroon']",4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,EU Deforestation Policy,Monday,6,neutral,Chennai,anger
711,711,1.85E+18,EarthRachael,9632,FALSE,0,1,0,0,2024-10-14 05:47:45+00:00,en,The government must act on green cover!,0,Low,['RW'],3,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Pune,anger
712,712,1.85E+18,SEATINIUGANDA,9544394,FALSE,4,0,0,0,2024-10-14 05:41:17+00:00,en,The future depends on climate change!,0,Medium,[],4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Bangalore,neutral
713,713,1.85E+18,business,2141,FALSE,0,4,0,0,2024-10-14 05:33:24+00:00,en,More attention needed on forest conservation!,0,Medium,[],1,deforestation amp trees regulation cutting goa eu european hills medieval,Degradation & Ecosystem Loss,Monday,6,negative,Madurai,neutral
714,714,1.85E+18,MlLefranc,3779662,FALSE,14,0,0,0,2024-10-14 05:30:35+00:00,en,More attention needed on afforestation!,5,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Global Deforestation & CO2,Monday,6,neutral,kenya,neutral
715,715,1.85E+18,WWF,153,FALSE,0,0,0,0,2024-10-14 04:53:12+00:00,en,We need to stop tree plantation!,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",4,deforestation amp trees regulation cutting goa eu european hills medieval,Deforestation Regulation,Monday,6,positive,Vadodara,anger
716,716,1.85E+18,fichtenwipfler,3696,FALSE,0,0,1,0,2024-10-14 04:39:09+00:00,en,The future depends on afforestation!,18,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,negative,Surat,neutral
717,717,1.85E+18,shemmie007,18962,FALSE,0,0,0,0,2024-10-14 04:21:54+00:00,en,More attention needed on deforestation!,0,Low,['UN'],2,deforestation sacrifice think bhi change problem probably direction degradation depletion,Global Deforestation & CO2,Monday,7,negative,Chogul,neutral
718,718,1.85E+18,InvGurInd,78,FALSE,0,0,0,1,2024-10-14 07:10:33+00:00,en,We need to stop tree plantation!,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,positive,Ghaziabad,anger
719,719,1.85E+18,arijnji,2476,FALSE,0,0,0,0,2024-10-14 06:59:20+00:00,en,We need to stop afforestation!,0,Low,"['Amazon', 'Amazon', 'RT']",0,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,neutral,Jaipur,anger
720,720,1.85E+18,suechomba,2425,FALSE,0,0,0,0,2024-10-14 06:57:57+00:00,en,We need to stop afforestation!,0,Medium,[],1,trees cutting deforestation global co2 accra state plant guilt mangroves,Amazon Rainforest Impact,Monday,7,neutral,Mumbai,anger
721,721,1.85E+18,Julie28086389,2425,FALSE,1,0,2,0,2024-10-14 06:56:26+00:00,en,We need to stop climate change!,0,Low,[],1,deforestation amp trees regulation cutting goa eu european hills medieval,Global Deforestation & CO2,Monday,6,negative,Vadodara,anger
722,722,1.85E+18,Julie28086389,483,FALSE,0,0,0,0,2024-10-14 06:52:56+00:00,en,We need to stop afforestation!,0,Low,"['European Unions', 'Indian']",2,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,neutral,Pune,anger
723,723,1.85E+18,MSavesoil,2599,FALSE,0,0,1,0,2024-10-14 06:31:47+00:00,en,We need to stop forest conservation!,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Deforestation Regulation,Monday,6,negative,Hyderabad,anger
724,724,1.85E+18,WFraserEurope,13,FALSE,0,0,0,0,2024-10-14 06:28:52+00:00,en,The future depends on deforestation!,0,High,"['CôtedIvoire Ghana', 'Cameroon']",4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,EU Deforestation Policy,Monday,6,positive,Surat,neutral
725,725,1.85E+18,EarthRachael,9632,FALSE,0,1,0,0,2024-10-14 06:07:21+00:00,en,We need to stop forest conservation!,0,Low,['RW'],3,trees cutting deforestation global co2 accra state plant guilt mangroves,Deforestation Regulation,Monday,6,negative,Bangalore,anger
726,726,1.85E+18,SEATINIUGANDA,9544393,FALSE,4,0,0,0,2024-10-14 05:51:26+00:00,en,The future depends on climate change!,0,Medium,[],4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,EU Deforestation Policy,Monday,6,positive,Mumbai,neutral
727,727,1.85E+18,business,2141,FALSE,0,4,0,0,2024-10-14 05:47:45+00:00,en,The government must act on afforestation!,0,Medium,[],1,deforestation amp trees regulation cutting goa eu european hills medieval,Global Deforestation & CO2,Monday,6,neutral,Nagpur,anger
728,728,1.85E+18,MlLefranc,3779662,FALSE,14,0,0,0,2024-10-14 05:41:17+00:00,en,The government must act on tree plantation!,5,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Amazon Rainforest Impact,Monday,6,negative,Delhi,neutral
729,729,1.85E+18,WWF,153,FALSE,0,0,0,0,2024-10-14 05:33:24+00:00,en,The future depends on afforestation!,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",4,deforestation amp trees regulation cutting goa eu european hills medieval,Degradation & Ecosystem Loss,Monday,6,positive,Agra,neutral
730,730,1.85E+18,fichtenwipfler,3696,FALSE,0,0,0,0,2024-10-14 05:30:35+00:00,en,The future depends on tree plantation!,18,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Global Deforestation & CO2,Monday,5,positive,kenya,neutral
731,731,1.85E+18,shemmie007,18962,FALSE,0,0,0,0,2024-10-14 04:53:12+00:00,en,The future depends on tree plantation!,0,Low,['UN'],2,deforestation sacrifice think bhi change problem probably direction degradation depletion,Deforestation Regulation,Monday,7,positive,Mumbai,neutral
732,732,1.85E+18,InvGurInd,78,FALSE,0,0,1,1,2024-10-14 04:39:09+00:00,en,More attention needed on tree plantation!,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,Amazon Rainforest Impact,Monday,7,positive,Pune,neutral
733,733,1.85E+18,arijnji,2476,FALSE,0,0,0,0,2024-10-14 04:21:54+00:00,en,The government must act on afforestation!,0,Low,"['Amazon', 'Amazon', 'RT']",0,deforestation amp trees regulation cutting goa eu european hills medieval,Global Deforestation & CO2,Monday,7,positive,Chogul,anger
734,734,1.85E+18,suechomba,2425,FALSE,0,0,0,0,2024-10-14 07:10:33+00:00,en,More attention needed on forest conservation!,0,Medium,[],1,trees cutting deforestation global co2 accra state plant guilt mangroves,EU Deforestation Policy,Monday,7,neutral,Indore,neutral
735,735,1.85E+18,Julie28086389,2425,FALSE,1,0,0,0,2024-10-14 06:59:20+00:00,en,Efforts to increase afforestation!,0,Low,[],1,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,neutral,Vadodara,anger
736,736,1.85E+18,shamnkwazi,483,FALSE,0,0,0,0,2024-10-14 06:57:57+00:00,en,The government must act on afforestation!,0,Low,"['European Unions', 'Indian']",2,cutting handwara trees government local worked sector rw message petition,Amazon Rainforest Impact,Monday,6,neutral,Mumbai,anger
737,737,1.85E+18,SevillaTapas,2599,FALSE,0,0,2,0,2024-10-14 06:56:26+00:00,en,More attention needed on deforestation!,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Global Deforestation & CO2,Monday,6,positive,Kolkata,anger
738,738,1.85E+18,kpdclofficial,13,FALSE,0,0,0,0,2024-10-14 06:52:56+00:00,en,More attention needed on climate change!,0,High,"['CôtedIvoire Ghana', 'Cameroon']",4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Deforestation Regulation,Monday,6,negative,Kolkata,neutral
739,739,1.85E+18,jrmurungi,9632,FALSE,0,1,1,0,2024-10-14 06:31:47+00:00,en,The future depends on afforestation!,0,Low,['RW'],3,trees cutting deforestation global co2 accra state plant guilt mangroves,Deforestation Regulation,Monday,6,negative,Pune,neutral
740,740,1.85E+18,MHopeMK,9544394,FALSE,4,0,0,0,2024-10-14 06:28:52+00:00,en,The government must act on green cover!,0,Medium,[],4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,EU Deforestation Policy,Monday,6,neutral,Jaipur,anger
741,741,1.85E+18,kawaiiyuuji,2141,FALSE,0,4,0,0,2024-10-14 06:07:21+00:00,en,More attention needed on forest conservation!,0,Medium,[],1,deforestation amp trees regulation cutting goa eu european hills medieval,Deforestation Regulation,Monday,6,neutral,Agra,neutral
742,742,1.85E+18,TNerve11,3779662,FALSE,14,0,0,0,2024-10-14 05:51:26+00:00,en,We need to stop deforestation!,5,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",3,deforestation sacrifice think bhi change problem probably direction degradation depletion,EU Deforestation Policy,Monday,6,neutral,Kolkata,neutral
743,743,1.85E+18,CarolNeuRealtor,153,FALSE,0,0,0,0,2024-10-14 05:47:45+00:00,en,Efforts to increase afforestation!,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",4,deforestation amp trees regulation cutting goa eu european hills medieval,Global Deforestation & CO2,Monday,6,negative,Vadodara,anger
744,744,1.85E+18,andyypants,3696,FALSE,0,0,0,0,2024-10-14 05:41:17+00:00,en,Efforts to increase green cover!,18,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Delhi,anger
745,745,1.85E+18,leemike22346683,18962,FALSE,0,0,0,0,2024-10-14 05:33:24+00:00,en,We need to stop climate change!,0,Low,['UN'],2,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,7,neutral,Agra,anger
746,746,1.85E+18,mrmr_incredible,78,FALSE,0,0,0,1,2024-10-14 05:30:35+00:00,en,Efforts to increase afforestation!,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,Global Deforestation & CO2,Monday,7,neutral,Lucknow,neutral
747,747,1.85E+18,arifassoza,2476,FALSE,0,0,0,0,2024-10-14 04:53:12+00:00,en,We need to stop afforestation!,0,Low,"['Amazon', 'Amazon', 'RT']",0,deforestation amp trees regulation cutting goa eu european hills medieval,Deforestation Regulation,Monday,7,neutral,Hyderabad,anger
748,748,1.85E+18,DJ_787,2425,FALSE,0,0,1,0,2024-10-14 04:39:09+00:00,en,We need to stop deforestation!,0,Medium,[],1,trees cutting deforestation global co2 accra state plant guilt mangroves,Amazon Rainforest Impact,Monday,7,negative,Chennai,anger
749,749,1.85E+18,zeeshanakram924,2425,FALSE,0,0,0,0,2024-10-14 04:21:54+00:00,en,Efforts to increase climate change!,0,Medium,[],1,deforestation amp trees regulation cutting goa eu european hills medieval,Global Deforestation & CO2,Monday,6,neutral,Pune,neutral
